"NAME","ROLE"
"Gellibrand, Henry, 1597-1636.","Author"
"Geneva (Switzerland)","Author"
"Hackett, Thomas 1557","Printer"
"Hall, Rowland 1557","Printer"
"Fills, Robert, fl. 1562.","Author"
"Geninges, John, d. 1660.","Author"
"Wilson, John, ca. 1575-ca. 1645?","Author"
"Baes, Martin, engraver.","engraver"
"Gentleman, Tobias.","Author"
"Gough, Hugh, fl. 1569.","Author"
"Georgijeviƒá, Bartolomej, d. ca. 1566.","Author"
"Gerard, John, 1545-1612.","Author"
"Johnson, Thomas, d. 1644.","Author"
"Payne, John, d. 1647?","engraver"
"Whitaker, Richard 1619","Bookseller"
"Dodoens, Rembert, 1517-1585.","Author"
"Newton, Thomas, 1542?","Author"
"Hyperius, Andreas, 1511-1564.","Author"
"Daniel, Roger 1593","Bookseller, Print seller, Publisher"
"Gerhard, Johann, 1582-1637.","Author"
"Royston, Richard 1616","Stationer"
"Winterton, Ralph, 1600-1636.","Author"
"Bacon, Nathaniel, 1593-1660.","Author"
"Gesner, Konrad, 1516-1565.","Author"
"Hill, Thomas, b. ca. 1528.","Author"
"Baker, George, 1540-1600.","Author"
"Morwen, Peter.","Author"
"Geveren, Sheltco √†.","Author"
"Maunsell, Andrew sr 1574","Bookseller"
"Waterson, Simon 1583","Bookseller"
"Khalid ibn Yazid al-Umawi, 7th cent.","Author"
"Simon, of Cologne, d. 1442?","Author"
"Bacon, Roger, 1214?","Author"
"Kyrkham, Henry 1561","Stationer"
"Gibbons, Orlando, 1583-1625.","Author"
"Gibson, Abraham, b. 1586 or 7.","Author"
"Grove, Francis 1623","Bookseller"
"Pontaymeri, Alexandre de, d. 1618.","Author"
"Gibson, Anthony.","Author"
"Norton, William 1561","Bookbinder"
"Gibson, John, fl. 1579-1599.","Author"
"Gibson, Samuel.","Author"
"Gibson, Thomas, M.A.","Author"
"Gybson, Thomas, fl. 1583.","Author"
"Gybson, Thomas, d. 1562.","Author"
"Wyer, Richard 1548","Printer, Bookseller"
"Gibson, William, ballad writer.","Author"
"Cooke, Toby 1564","Bookseller"
"Hardie, John 1587","Stationer"
"Gifford, Humphrey.","Author"
"Tolomei, Claudio, 1492-1555.","Author"
"Gill, Alexander, 1597-1642.","Author"
"Gill, Alexander, 1565-1635.","Author"
"Watson, William, 1559?","Author"
"Gilbert, Humphrey, Sir, 1539?","Author"
"Legatt, John II 1600","Printer"
"Gilbert, William, 1597?","Author"
"Mather, John 1566","Bookseller, Printer (journeyman) ?"
"Moptid, David 1566","Printer, Printer (journeyman) ?"
"Gildas, 516?","Author"
"Abingdon, Thomas.","Author"
"Gilpin, Bernard, 1517-1583.","Author"
"Giovio, Paolo, 1483-1552.","Author"
"[Giulio, da Milano].","Author"
"Martin, Henry, Sir, 1562?","Author"
"Glanville, John, Sir, 1586-1661.","Author"
"Staunford, William, Sir, 1509-1558.","Author"
"Glanville, Ranulf de, 1130-1190.","Author"
"Glapthorne, Henry.","Author"
"Pakeman, Daniel 1628","Bookseller"
"Sidney, Philip, Sir, 1554-1586.","Author"
"Wilson, Alexander 1640","Chapman"
"Constable, Francis 1614","Bookseller"
"Hutton, George 1635","Bookseller"
"Clever, William, schoolmaster.","Author"
"Glaucus, James.","Author"
"Waters, George 1611","Printer"
"Goddard, William, fl. 1615.","Author"
"Diogenes, d. ca. 323 B.C.","Author"
"Alexander, the Great, 356-323 B.C.","Author"
"Godskall, James.","Author"
"Godwin, Francis, 1562-1633.","Author"
"Hebb, Andrew 1621","Bookseller, Map/chart seller"
"Godwin, Morgan, 1602 or 3-1645.","Author"
"Barnes, John 1594","Bookseller"
"Baley, Walter, 1529-1592.","Author"
"Goodwin, Thomas, 1586 or 7-1642.","Author"
"Fernel, Jean, 1497-1558.","Author"
"Riolan, Jean, 1538-1605.","Author"
"More, John, fl. 1533.","Author"
"G√≥is, Dami√£o de, 1502-1574.","Author"
"Houssemaine, Nicolas de, d. 1523.","Author"
"Phayer, Thomas, 1510?","Author"
"Goeurot, Jean.","Author"
"Goffe, Thomas, 1591-1629.","Author"
"Meighen, Richard 1614","Bookseller"
"Gaultier, LÈonard, 1561-1641, engraver.","engraver"
"Gombauld, Jean Ogier de, d. 1666.","Author"
"Hurst, Richard.","Author"
"Passe, Crispijn van de, ca. 1565-1637, ill.","Illustrator"
"Picart, Jean, ill.","Illustrator"
"Browne, Samuel 1633","Bookseller, Printer"
"Gomersall, Robert, 1602-1646?","Author"
"Marriott, John 1618","Printer"
"Gonz√°lez de Montes, R. (Raimundo), 16th cent.","Author"
"Skinner, Vincent, d. 1616.","Author"
"Bellamy, John 1620","Bookseller"
"Loyola, MartÌn Ignacio de, d. 1606.","Author"
"Parke, Robert, fl. 1588.","Author"
"Gonz√°lez de Mendoza, Juan, 1545-1618.","Author"
"Goodall, Baptist.","Author"
"Goodcole, Henry, 1586-1641.","Author"
"Goodman, Godfrey, 1583-1656.","Author"
"Lee, Richard 1615","Bookseller"
"Goodman, Nicholas.","Author"
"Barnes, Richard 1631","Bookseller, Stationer"
"Goodwin, George, fl. 1607-1620.","Author"
"Vicars, John, 1579 or 80-1652.","Author"
"Browne, Nathaniel 1617","Bookseller"
"Goodwin, Thomas, 1600-1680.","Author"
"Rothwell, John 1623","Stationer"
"Fawne, Luke 1629","Bookseller"
"Dawlman, Robert 1626","Bookseller"
"Goodwin, Christopher.","Author"
"Bankes, Richard 1523","Printer, Bookseller, Bookbinder, Publisher"
"Blundeston, Laurence.","Author"
"Chapman, George, 1559?","Author"
"Gordon, John, 1544-1619.","Author"
"Grimeston, Edward.","Author"
"Gordon, Patrick, fl. 1615-1650.","Author"
"Bainbridge, John, 1582-1643.","Author"
"Alchorne, Thomas 1625","Bookseller"
"Gosselin, Peter.","Author"
"Rivet, Andr√©, 1572-1651.","Author"
"Gosson, Thomas 1577","Bookseller"
"Gosson, Stephen, 1554-1624.","Author"
"Kyngston, John 1554","Printer"
"Rowbotham, James 1557","Bookseller"
"Gostwick, Roger, b. 1567 or 8.","Author"
"Lownes, Humphrey jr 1612","Bookseller, Printer (journeyman) ?"
"Pemble, William, 1592?","Author"
"Bartlet, John sr 1619","Bookseller"
"Gods three arrowes.",""
"Kirton, Joshua 1636","Bookseller"
"Warren, Thomas I 1638","Bookseller, Printer"
"Gough, John, fl. 1561-1570.","Author"
"Artour, Thomas.","Author"
"J. G. (John Gough), fl. 1640.","Author"
"Leake, William 1617","Stationer"
"Goulart, Simon, 1543-1628.","Author"
"T. W., obscure Englishman.","Author"
"Williamson, Thomas, 1593-1639.","Author"
"Gower, John, Master of Arts.","Author"
"Graci√°n Dantisco, Lucas.","Author"
"Style, William, 1603-1679.","Author"
"Cross, Thomas, fl. 1632-1682, engraver.","engraver"
"Hall, William 1608","Printer"
"Graile, Edmond, b. ca. 1577.","Author"
"Grange, John, fl. 1577.","Author"
"Granger, Thomas, b. 1578.","Author"
"Granger, Timothy.","Author"
"Garnier, Jean, d. 1574.","Author"
"Hooper, John, d. 1555.","Author"
"Baker, John, minister.","Author"
"Grassi, Giacomo di.","Author"
"I. G., Gentleman.","Author"
"Shaw, George 1579","Printer, Printer (journeyman), Bookseller"
"Churchyard, Thomas, 1520?","Author"
"Gratarolo, Guglielmo, 1516?","Author"
"Fulwood, William.","Author"
"Veale, Abraham 1542","Bookseller, Printer"
"Ferbrand, William 1597","Bookseller"
"Vennecool, Johann van de, 1577-1645.","Author"
"Dekker, Thomas, ca. 1572-1632.","Author"
"Archer, Thomas 1603","Bookseller"
"Gray, Francis.","Author"
"Gray, Robert, 16th/17th cent.","Author"
"Pauley, Simon 1594","Bookseller ?"
"Gray, William.","Author"
"Turke, John 1533","Bookseller"
"Greene, Robert, 1558?","Author"
"Burby, Cuthbert 1583","Bookseller"
"Nelson, Thomas 1580","Bookseller"
"Danter, John 1582","Printer"
"Robinson, Robert 1580","Printer, Printer (journeyman)"
"Winnington, John 1578","Bookseller"
"Bowler, Anne 1636","Bookseller"
"Griffin, Anne 1595","Printer, Publisher"
"Baker, Richard, Sir, 1568-1645.","Author"
"Marchant, Edward 1585","Bookseller"
"Rowlands, Samuel, 1570?","Author"
"Wolfe, Joan 1573","Printer"
"Chettle, Henry, d. 1607?","Author"
"Rich, Barnabe, 1540?","Author"
"LabÈ, Louise, 1526?","Author"
"Ariosto, Lodovico, 1474-1533.","Author"
"Clarke, Sampson 1583","Bookseller, Stationer"
"Cadman, Thomas 1560","Bookseller"
"Hodgets, John 1584","Bookseller"
"Bourne, Robert 1586","Printer"
"Rinaldi, Oraziofin id s105920/upd.","Author"
"Giraldi, Giambattista Cinzio, 1504-1573.","Author"
"Greene, Thomas, Town clerk of Stratford upon Avon.","Author"
"Braddock, Richard 1577","Stationer"
"Hill, Robert, d. 1623.","Author"
"Holland, Henry, 1555 or 6-1603.","Author"
"Dexter, Robert 1580","Bookseller"
"Crashaw, William, 1572-1626.","Author"
"Balbani, Niccolo, d. 1587.","Author"
"Greenwood, Henry, b. 1544 or 5.","Author"
"Johnson, Francis, 1562-1618.","Author"
"Greenwood, John, d. 1593.","Author"
"Throckmorton, Job, 1545-1601.","Author"
"Greepe, Thomas.","Author"
"Gregory, of Nazianzus, Saint.","Author"
"Drant, Thomas, d. 1578?","Author"
"H. C.","Author"
"Grent, John.","Author"
"Greville, Fulke, Baron Brooke, 1554-1628.","Author"
"Calvin, Jean, 1509-1564.","Author"
"Gribaldi, Matteo, d. 1564.","Author"
"Shepherd, Luke, fl. 1548.","Author"
"Aglionby, Edward, 1520-1587?","Author"
"Griffin, B., gent.","Author"
"Balcanquhall, Walter, 1586?","Author"
"Griffith, Matthew, 1599?","Author"
"Taunton, Henry 1631","Bookseller"
"Go≈õlicki, Wawrzyniec, 1530-1607.","Author"
"Le Petit, Jean Fran√ßois, 1546-ca. 1615.","Author"
"Meteren, Emmanuel van, 1535-1612.","Author"
"Sichem, Christoffel van, ca. 1546-1624, engraver.","engraver"
"Curett, Mr 1565","Stationer ?"
"Bruyant, Jean, 14th cent.","Author"
"Gringore, Pierre, ca. 1475-1538?","Author"
"Boccaccio, Giovanni, 1313-1375.","Author"
"Carleton, George, 1559-1628.","Author"
"Sandys, George, 1578-1644.","Author"
"Grotius, Hugo, 1583-1645.","Author"
"Franciscus a Sancta Clara, 1598-1680.","Author"
"Ricklys, Hatfeild 1613","Stationer"
"Salesbury, William, 1520?","Author"
"Gruffudd Hiraethog, d. 1564.","Author"
"Smith, Richard, fl. 1587.","Author"
"Grove, Mathew.","Author"
"Kembe, Andrew 1631","Bookseller"
"Grymes, Thomas.","Author"
"Grymeston, Elizabeth.","Author"
"Bradwood, Melchisidec 1584","Printer, Stationer"
"Gryndall, William.","Author"
"Berners, Juliana, b. 1388?","Author"
"Guarini, Battista, 1538-1612.","Author"
"Pettie, George, 1548-1589.","Author"
"Guazzo, Stefano, 1530-1593.","Author"
"Hellowes, Edward.","Author"
"North, Thomas, Sir, 1535-1601?","Author"
"Bryan, Francis, Sir, d. 1550.","Author"
"AllËgre, Antoine.","Author"
"Berners, John Bourchier, Lord, 1466 or 7-1533.","Author"
"Tyrwhit, William.","Author"
"Balzac, Jean-Louis Guez, seigneur de, 1597-1654.","Author"
"Bowman, Francis 1634","Bookseller, Printer, Stationer, Bookbinder"
"Bowman, Francis.","Author"
"I. W., fl. 1639.","Author"
"Sheares, William 1633","Publisher"
"Williams, Hughe 1619","Stationer"
"Guybert, Philbert, d. 1633.","Author"
"Guicciardini, Francesco, 1483-1540.","Author"
"Galen. De methodo medendi. Book 4. English.","Author"
"Guy, de Chauliac, ca. 1300-1368.","Author"
"Wyer, Robert 1530","Printer"
"Guild, William, 1586-1657.","Author"
"Rabanus Maurus, Archbishop of Mainz, 784?","Author"
"Ratramnus, monk of Corbie, d. ca. 868.","Author"
"Aelfric, Abbot of Eynsham. Sermo de sacrificio in die Pascae.",""
"Raworth, Robert 1606","Printer"
"Bache, John 1604","Bookseller"
"Guillemard, Jean.","Author"
"Guillemeau, Jacques, 1550?","Author"
"A. M., fl. 1598.","Author"
"Hunton, Anthony.","Author"
"Textor, BenoÓt, 16th cent. De cancri natura et curatione.","Author"
"Weyer, Johann, 1515-1588.","Author"
"Mornay, Philippe de, seigneur du Plessis-Marly, 1549-1623.","Author"
"RosiËres, FranÁois de, 1534-1607.","Author"
"Gurnay, Edmund, d. 1648.","Author"
"Gurney, Arthur.","Author"
"Stirrop, Thomas 1561","Bookseller"
"Gurth, Alexander.","Author"
"Sweden.","Author"
"Ferdinand II, Holy Roman Emperor, 1578-1637.","Author"
"Holland, Philemon, 1552-1637.","Author"
"Holland, William, 1592-1632.","Author"
"Guy, Richard, writer of ballads.","Author"
"Guy, Nicholas, b. 1587 or 8.","Author"
"Lambert, Thomas 1633","Bookseller"
"Hudson, Richard 1556","Bookseller"
"Gwyn, David, fl. 1588.","Author"
"Gwynneth, John.","Author"
"Powell, Thomas 1556","Stationer"
"Gyer, Nicholas.","Author"
"Hoskins, William 1560","Printer, Bookseller"
"Oswen, John 1548","Printer"
"Hart, Henry, fl. 1549.","Author"
"I. H., fl. 1616.","Author"
"Hind, John, fl. 1596-1606.","Author"
"I. H., fl. 1602.","Author"
"Philaretes, fl. 1602.","Author"
"Bushell, Thomas 1591","Publisher"
"I. H.","Author"
"Carre, Henry 1569","Bookseller"
"H. R. (Henry Roberts), fl. 1585-1616.","Author"
"Hobbes, Stephen.","Author"
"Habermann, Johann, 1516-1590.","Author"
"Habington, William, 1605-1654.","Author"
"Elstracke, Renold, fl. 1590-1630, engraver.","engraver"
"Hacket, Roger, 1559-1621.","Author"
"Haddon, Walter, 1516-1572.","Author"
"Hartwell, Abraham, b. ca. 1542.","Author"
"Hagthorpe, John.","Author"
"Hake, Edward, fl. 1560-1604.","Author"
"Williamson, William 1562","Printer, Printer (journeyman), Bookseller"
"Hakewill, George, 1578-1649.","Author"
"Carier, Benjamin, 1566-1614.","Author"
"Helme, John 1599","Bookseller"
"Hale, George, fl. 1614.","Author"
"Wrench, William 1617","Printer, Bookbinder, Bookseller, Stationer"
"Hales, John, 1584-1656.","Author"
"Hall, Arthur, 1539?","Author"
"Hall, John, b. 1529 or 30.","Author"
"Hall, Joseph, 1574-1656.","Author"
"Macham, Samuel 1595","Stationer"
"Cooke, Mathew 1595","Stationer"
"Newington, Frances 1613","Stationer"
"Oulton, Richard 1632","Printer"
"Robinson, John, 1575?","Author"
"Macham, Samuel sr 1595","Bookseller"
"Butler, William 1607","Stationer"
"Edgar, Eleazar 1589","Bookseller"
"Garbrand, Anne 1609","Bookseller"
"Porter, John 1568","Bookseller"
"Pindley, John 1600","Printer"
"Hawkins, Richard 1604","Bookseller"
"Bellarmino, Roberto Francesco Romolo, Saint, 1542-1621.","Author"
"Azpilcueta, Mart√≠n de, 1492?","Author"
"Winder, George 1622","Bookseller"
"Hall, William, fl. 1624.","Author"
"Hall, Edward, d. 1547.","Author"
"Hamilton, Patrick, 1504?","Author"
"Frith, John, 1503-1533.","Author"
"I. D.","Author"
"White, William 1598","Stationer"
"Hamond, Walter, fl. 1643.","Author"
"Hamor, Ralph, d. 1626.","Author"
"Welby, William 1604","Bookseller"
"Hampton, Christopher, 1552-1625.","Author"
"Hampton, William, 1599 or 1600-1677.","Author"
"Peraldus, Guilelmus, 13th cent.","Author"
"Tisdale, John 1554","Printer"
"Hannapes, Nicolas de, patriarch of Jerusalem, 1225-1291?","Author"
"Campion, Edmund, Saint, 1540-1581.","Author"
"Vernon, Richard 1580","Bookseller"
"Hannay, Patrick, d. 1629?","Author"
"Potter, George 1589","Bookseller"
"Hanson, John, fl. 1604.","Author"
"Hervey of Kidbrooke, William Hervey, Baron, d. 1642.","Author"
"Herbert, William, fl. 1604.","Author"
"Cadwaladr, Vendigaid, d. 664?","Author"
"Harcourt, Robert, 1574?","Author"
"Hardyng, John, 1378-1465?","Author"
"Haren, Jean.","Author"
"Bartox, Martin.",""
"Meredeth, Christopher 1616","Stationer"
"Harflete, Henry, fl. 1653.","Author"
"Harington, John, Sir, 1560-1612.","Author"
"Harington, John, Sir, 1561-1612.","Author"
"Combe, Thomas, fl. 1593-1614.","Author"
"Misodiaboles.","Author"
"Bry, Theodor de, 1528-1598.","Author"
"Hariot, Thomas, 1560-1621.","Author"
"Veen, Gijsbert van, 1558-1630, engraver.","engraver"
"White, John, fl. 1585-1593, artist.","Author"
"Bry, Theodor de 1570","Engraver/etcher, Publisher"
"Harman, Thomas, fl. 1567.","Author"
"Harpsfield, John, 1516-1578.","Author"
"Pye, William, d. 1557.","Author"
"Weston, Hugh, 1505?","Author"
"Wymesley, John.","Author"
"Harrington, Richard, ballad-writer.","Author"
"James, Yarath 1581","Bookseller, Stationer"
"Allde, Edward 1584","Printer, Printer (music)"
"Ruremond, Christopher van 1523","Bookseller"
"Busby, John 1607","Stationer"
"Harris, John, preacher at St. Margarets Church in Westminster.","Author"
"Fleming, Thomas, 1593-1666.","Author"
"Harris, Paul, 1573-1635?","Author"
"Caddell, Peter.","Author"
"Harris, Robert, 1581-1658.","Author"
"Brudenell, Thomas 1637","Printer"
"G. B., fl. 1613.","Author"
"Harrison, John, fl. 1610-1638.","Author"
"R. S., fl. 1613.","Author"
"Harrison, James, fl. 1547.","Author"
"Thomason, George 1626","Bookseller, Stationer"
"Harrison, Robert, d. 1585?","Author"
"Kip, William, engraver.","engraver"
"Harrison, William, d. 1625.","Author"
"Leigh, William, 1550-1639.","Author"
"Harrison, William, minister at Canwick.","Author"
"Hodgkinson, Richard 1616","Printer"
"Harsnett, Adam, 1579 or 80-1639.","Author"
"Harsnett, Samuel, 1561-1631.","Author"
"Hart, Alexander, fl. 1640.","Author"
"Vavasour, Nicholas 1622","Bookseller"
"Hart, James, of Northampton.","Author"
"Hart, John, D.D.","Author"
"Hart, William, Sir, Lord Justice of Scotland.","Author"
"Herbert, George, 1593-1633.","Author"
"Harvey, Christopher, 1597-1663.","Author"
"Scarlet, Philip 1597","Bookseller ?"
"Hermes, Trismegistus",""
"Harvey, John, 1564-1592.","Author"
"Seton, Gregory 1566","Bookseller"
"Harvey, Richard, 1560-1623?","Author"
"Harward, Simon, fl. 1572-1614.","Author"
"Hasleton, Richard.","Author"
"Barley, William, d. 1614.","Author"
"Haslop, Henry.","Author"
"Hemryk, Hans van 1562","Stationer"
"Haslop, Henry 1577","Printer, Printer (journeyman), Publisher"
"Jackson, Ralph 1580","Bookseller"
"Hastings, Francis, Sir, d. 1610.","Author"
"Hastler, Thomas.","Author"
"Haughton, William, d. 1605.","Author"
"Seneca, Lucius Annaeus, ca. 4 B.C.-65 A.D.","Author"
"Martynson, Simon 1535","Stationer"
"Hawes, Stephen, d. 1523?","Author"
"Picart, Jean, engraver.","engraver"
"Hawkins, Henry, 1571?","Author"
"Langeren, Jacob van, engraver.","engraver"
"Langeren, P. van, engraver.","engraver"
"Hawkins, Richard, Sir, 1562?","Author"
"Jaggard, John 1584","Bookseller"
"Habert, Francois, ca. 1508-ca. 1561.","Author"
"Hayman, Robert, 1578 or 9-1631?","Author"
"Michell, Roger 1627","Bookseller"
"Owen, John, 1560?","Author"
"Rabelais, FranÁois, ca. 1490-1553?","Author"
"Hayne, Thomas, 1582-1645.","Author"
"Clark, John 1649","Publisher, Bookseller"
"Ockould, Richard 1586","Bookseller, Stationer"
"Hayward, John, Sir, 1564?","Author"
"Hayward, John, D.D.","Author"
"Reade, Richard 1577","Stationer"
"Harrison, Josias 1605","Bookseller"
"Partridge, John 1622","Bookseller"
"Vaughan, Robert, engraver.","engraver"
"Barker, Robert 1604","Bookbinder, Printer"
"Flasket, John 1593","Bookseller"
"Kingston, John 1577","Printer ?"
"Hedlambe, John.","Author"
"Reginald, Henryfl. 1548-1549.","Author"
"Hegendorph, Christoph, 1500-1540.","Author"
"Reginald, Henry, fl. 1548-1549.","Author"
"Harmar, John, 1594?","Author"
"Heinsius, Daniel, 1580-1655.","Author"
"Studley, John, 1545?","Author"
"Underdown, Thomas.","Author"
"Coldock, Francis 1557","Bookseller"
"Heliodorus, of Emesa. Aethiopica.","Author"
"Lisle, William, 1579?","Author"
"Loftus, George 1601","Bookseller"
"Helwys, Edward.","Author"
"Becket, Leonard 1598","Bookseller"
"Phillips, E.","Author"
"Basse, William, d. ca. 1653.","Author"
"Hemmingsen, Niels, 1513-1600.","Author"
"Gace, William.","Author"
"Harrison, Luke (Lucas) 1556","Stationer, Printer, Bookseller"
"Horsfall, John.","Author"
"Denham, Nicholas.","Author"
"Skelton, John, 1460?","Author"
"Seton, Alexander, d. 1542.","Author"
"France.","Author"
"Henry II, King of France, 1519-1559.","Author"
"Spain. Treaties, etc, 1555 Feb. 5.","Author"
"Copland, William 1545","Printer"
"Henry III, King of France, 1551-1589.","Author"
"Henry IV, King of France, 1553-1610.","Author"
"France. Parlement (Paris)","Source"
"Robinson, George 1585","Stationer"
"CondÈ, Henri I de Bourbon, prince de, 1552-1588.","Author"
"Montmorency, Henri, duc de, 1534-1614.","Author"
"G. R., fl. 1589.","Author"
"Bowen, John 1578","Bookseller, Printer (journeyman)"
"Shorter, Samuel 1594","Bookseller"
"Millington, Thomas 1583","Bookseller"
"Ballista, Christopher.","Author"
"French gentleman, fl. 1590.","Author"
"Edwards, Dionise 1608","Stationer"
"Ball, John, 1585-1640.","Author"
"Henry, the Minstrel, fl. 1470-1492.","Author"
"Blair, John, fl. 1300.","Author"
"Fosbrooke, Nathaniel 1597","Bookseller"
"Henshaw, Joseph, 1603-1679.","Author"
"Smith, Anthonie 1626","Stationer"
"Andrewes, Thomas 1621","Bookseller, Bookbinder ?"
"Norton, John 1598","Bookseller ?, Printer ?"
"Copland, William, d. 1568 or 9.","Author"
"Paine, T 1640","Printer"
"Blunden, Humphrey 1635","Bookseller"
"Ferrar, Nicholas, 1592-1637.","Author"
"Buckley, Thomas 1630","Stationer"
"Herbert, Thomas, Sir, 1606-1682.","Author"
"Heresbach, Conrad, 1496-1576.","Author"
"Wied, Hermann von.","Author"
